Loss,MAE,PM2.5 (µg/m³) Predicted,PM2.5 (µg/m³) Actual,PM2.5 (µg/m³) MSE,PM10 (µg/m³) Predicted,PM10 (µg/m³) Actual,PM10 (µg/m³) MSE,NO (µg/m³) Predicted,NO (µg/m³) Actual,NO (µg/m³) MSE,NO2 (µg/m³) Predicted,NO2 (µg/m³) Actual,NO2 (µg/m³) MSE,SO2 (µg/m³) Predicted,SO2 (µg/m³) Actual,SO2 (µg/m³) MSE,CO (mg/m³) Predicted,CO (mg/m³) Actual,CO (mg/m³) MSE,Ozone (µg/m³) Predicted,Ozone (µg/m³) Actual,Ozone (µg/m³) MSE
0.01132615003734827,0.08050991594791412,0.122797236,0.0459016393442623,0.005912932761437944,0.10933164,0.06120218579234973,0.0023164441333192345,0.09432347,0.06120218579234973,0.0010970195462962334,0.094347715,0.06120218579234973,0.0010986261315004643,0.091345236,0.06120218579234973,0.0009086034580591734,0.0903653,0.02513661202185792,0.004254781486484799,0.0707407,0.02513661202185792,0.002079732819163883
