Loss,MAE,PM2.5 (µg/m³) Predicted,PM2.5 (µg/m³) Actual,PM2.5 (µg/m³) MSE,PM10 (µg/m³) Predicted,PM10 (µg/m³) Actual,PM10 (µg/m³) MSE,NO (µg/m³) Predicted,NO (µg/m³) Actual,NO (µg/m³) MSE,NO2 (µg/m³) Predicted,NO2 (µg/m³) Actual,NO2 (µg/m³) MSE,SO2 (µg/m³) Predicted,SO2 (µg/m³) Actual,SO2 (µg/m³) MSE,CO (mg/m³) Predicted,CO (mg/m³) Actual,CO (mg/m³) MSE,Ozone (µg/m³) Predicted,Ozone (µg/m³) Actual,Ozone (µg/m³) MSE
0.0038939868099987507,0.04671961069107056,0.054306142,0.03373015873015873,0.0004233710888436777,0.047855653,0.03373015873015873,0.0001995295846593117,0.042406425,0.03373015873015873,7.527759430336338e-05,0.042129226,0.03373015873015873,7.054433148910786e-05,0.04350349,0.03373015873015873,9.551799131309455e-05,0.041359473,0.025793650793650792,0.00024229482157727406,0.038981088,0.025793650793650792,0.00017390848703739998
