Loss,MAE,PM2.5 (µg/m³) Predicted,PM2.5 (µg/m³) Actual,PM2.5 (µg/m³) MSE,PM10 (µg/m³) Predicted,PM10 (µg/m³) Actual,PM10 (µg/m³) MSE,NO (µg/m³) Predicted,NO (µg/m³) Actual,NO (µg/m³) MSE,NO2 (µg/m³) Predicted,NO2 (µg/m³) Actual,NO2 (µg/m³) MSE,SO2 (µg/m³) Predicted,SO2 (µg/m³) Actual,SO2 (µg/m³) MSE,CO (mg/m³) Predicted,CO (mg/m³) Actual,CO (mg/m³) MSE,Ozone (µg/m³) Predicted,Ozone (µg/m³) Actual,Ozone (µg/m³) MSE
0.014569793827831745,0.08450209349393845,0.07813217,0.03783783783783784,0.0016236329995813314,0.08240841,0.04054054054054054,0.0017529187686467797,0.09369703,0.04054054054054054,0.0028256119859454585,0.09816692,0.04054054054054054,0.003320799637807241,0.09531064,0.04054054054054054,0.0029997641579593837,0.091012985,0.02837837837837838,0.003923093885794069,0.08550896,0.02837837837837838,0.0032639030713690126
