Loss,MAE,PM2.5 (µg/m³) Predicted,PM2.5 (µg/m³) Actual,PM2.5 (µg/m³) MSE,PM10 (µg/m³) Predicted,PM10 (µg/m³) Actual,PM10 (µg/m³) MSE,NO (µg/m³) Predicted,NO (µg/m³) Actual,NO (µg/m³) MSE,NO2 (µg/m³) Predicted,NO2 (µg/m³) Actual,NO2 (µg/m³) MSE,SO2 (µg/m³) Predicted,SO2 (µg/m³) Actual,SO2 (µg/m³) MSE,CO (mg/m³) Predicted,CO (mg/m³) Actual,CO (mg/m³) MSE,Ozone (µg/m³) Predicted,Ozone (µg/m³) Actual,Ozone (µg/m³) MSE
0.009447009302675724,0.06825568526983261,0.05304867,0.04252873563218391,0.0001106690252447093,0.05298039,0.014942528735632184,0.0014468788474228747,0.04288352,0.014942528735632184,0.0007806989416063141,0.04629965,0.014942528735632184,0.0009832691333308394,0.040113226,0.014942528735632184,0.0006335639795939049,0.032999784,0.017241379310344827,0.00024832731062080274,0.03797025,0.017241379310344827,0.0004296860224331185
