Loss,MAE,PM2.5 (µg/m³) Predicted,PM2.5 (µg/m³) Actual,PM2.5 (µg/m³) MSE,PM10 (µg/m³) Predicted,PM10 (µg/m³) Actual,PM10 (µg/m³) MSE,NO (µg/m³) Predicted,NO (µg/m³) Actual,NO (µg/m³) MSE,NO2 (µg/m³) Predicted,NO2 (µg/m³) Actual,NO2 (µg/m³) MSE,SO2 (µg/m³) Predicted,SO2 (µg/m³) Actual,SO2 (µg/m³) MSE,CO (mg/m³) Predicted,CO (mg/m³) Actual,CO (mg/m³) MSE,Ozone (µg/m³) Predicted,Ozone (µg/m³) Actual,Ozone (µg/m³) MSE
0.014538386836647987,0.0856955498456955,0.050342478,0.03532008830022075,0.0002256721880276748,0.048824623,0.015452538631346577,0.001113696030267421,0.04726475,0.015452538631346577,0.0010120168587720358,0.044248447,0.015452538631346577,0.0008292043285341266,0.043561373,0.015452538631346577,0.000790106564278223,0.043926205,0.022075055187637967,0.0004774727693641938,0.0467329,0.028697571743929357,0.0003252730220758905
