Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2022-01-01 00:00:00,347.00,497.00,111.20,35.90,109.90,19.50,19.60,1.60,5.90,NA,28.80,22.70,NA,NA,NA,6.60,85.60,0.30,243.00,NA,0.00,11.00,978.40,NA
2022-01-01 00:15:00,347.00,497.00,109.80,35.20,108.20,19.60,14.70,1.40,4.70,NA,28.20,22.30,NA,NA,NA,6.60,85.80,0.30,243.00,NA,0.00,11.10,978.40,NA
2022-01-01 00:30:00,347.00,497.00,106.70,34.60,105.40,19.10,15.20,1.40,7.50,NA,28.30,22.40,NA,NA,NA,6.50,86.00,0.30,243.00,NA,0.00,10.50,978.40,NA
2022-01-01 00:45:00,304.00,407.00,106.60,34.00,105.00,18.40,14.90,1.30,5.30,NA,28.30,22.70,NA,NA,NA,6.40,86.20,0.30,243.00,NA,0.00,9.80,978.40,NA
2022-01-01 01:00:00,304.00,407.00,103.80,36.10,103.80,17.60,14.40,1.30,NA,NA,27.90,21.90,NA,NA,NA,6.40,86.60,0.30,242.10,NA,0.00,7.70,978.40,NA
2022-01-01 01:15:00,304.00,407.00,100.80,35.20,100.90,16.80,13.90,1.10,NA,NA,27.70,21.20,NA,NA,NA,6.10,86.50,0.30,245.80,NA,0.00,7.80,978.40,NA
2022-01-01 01:30:00,304.00,407.00,100.50,32.70,99.30,16.80,14.10,1.00,NA,NA,27.30,20.90,NA,NA,NA,6.00,86.70,0.30,246.00,NA,0.00,7.70,978.40,NA
2022-01-01 01:45:00,264.00,359.00,100.00,31.20,98.00,16.70,14.10,1.00,5.70,NA,26.60,20.10,NA,NA,NA,5.90,86.80,0.30,251.90,NA,0.00,7.70,978.40,NA
2022-01-01 02:00:00,264.00,359.00,101.80,30.70,99.30,17.20,14.10,0.90,6.70,NA,26.00,19.20,NA,NA,NA,6.10,87.00,0.30,259.20,NA,0.00,7.70,978.40,NA
2022-01-01 02:15:00,264.00,359.00,104.60,29.30,100.90,16.90,13.60,0.90,6.50,NA,25.00,18.30,NA,NA,NA,6.10,87.20,0.30,261.40,NA,0.00,7.70,978.40,NA
2022-01-01 02:30:00,264.00,359.00,105.20,29.70,101.50,16.80,12.00,NA,6.10,NA,24.00,17.20,NA,NA,NA,6.10,87.30,0.30,263.80,NA,0.00,7.60,978.50,NA
2022-01-01 02:45:00,229.00,329.00,105.40,29.10,101.40,15.90,9.20,0.80,6.30,NA,23.10,16.10,NA,NA,NA,6.10,87.30,0.30,263.90,NA,0.00,7.50,978.40,NA
2022-01-01 03:00:00,229.00,329.00,102.50,29.70,99.40,14.80,7.60,0.70,6.70,NA,21.70,14.90,NA,NA,NA,6.20,87.50,0.30,263.90,NA,0.00,7.30,978.50,NA
2022-01-01 03:15:00,229.00,329.00,99.80,28.20,96.40,14.10,6.50,0.60,7.10,NA,20.60,14.30,NA,NA,NA,6.10,87.50,0.30,268.10,NA,0.00,7.40,978.50,NA
2022-01-01 03:30:00,229.00,329.00,97.30,27.10,93.70,14.80,6.50,0.70,6.50,NA,20.10,13.80,NA,NA,NA,6.00,87.80,0.30,240.20,NA,0.00,7.30,978.50,NA
2022-01-01 03:45:00,243.00,265.00,94.80,28.20,92.30,14.30,NA,0.60,5.70,NA,19.50,13.80,NA,NA,NA,6.10,88.10,0.30,228.70,NA,0.00,7.20,978.50,NA
2022-01-01 04:00:00,243.00,265.00,91.00,29.70,90.00,13.80,9.20,0.50,6.30,NA,19.40,13.40,NA,NA,NA,5.90,87.90,0.30,259.40,NA,0.00,7.30,978.50,NA
2022-01-01 04:15:00,243.00,265.00,86.50,28.20,85.50,13.90,12.80,0.50,6.10,NA,19.10,13.20,NA,NA,NA,5.80,88.00,0.30,263.80,NA,0.00,7.40,978.50,NA
2022-01-01 04:30:00,243.00,265.00,84.30,26.90,83.00,13.90,13.10,0.40,6.30,NA,19.10,12.50,NA,NA,NA,5.70,88.10,0.30,258.90,NA,0.00,7.20,978.50,NA
