Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2022-01-01 00:00:00,299.00,444.00,98.00,28.50,126.50,68.30,NA,2.70,1.50,3.60,9.70,NA,NA,NA,NA,8.20,76.80,0.60,267.30,0.00,0.00,6.30,996.70,NA
2022-01-01 00:15:00,299.00,444.00,105.80,31.80,137.20,69.00,1.80,2.90,1.50,3.50,9.60,NA,NA,NA,NA,8.00,77.20,0.50,278.10,0.00,0.00,6.10,996.60,NA
2022-01-01 00:30:00,299.00,444.00,112.30,35.60,148.30,71.40,2.10,3.00,1.70,3.70,10.50,NA,NA,NA,NA,8.00,77.20,0.20,252.20,0.00,0.00,6.80,996.70,NA
2022-01-01 00:45:00,345.00,449.00,113.60,31.10,145.50,71.30,2.00,3.00,1.60,4.70,12.20,NA,NA,NA,NA,7.80,77.10,0.40,281.90,0.00,0.00,6.10,996.50,NA
2022-01-01 01:00:00,345.00,449.00,126.60,25.10,151.60,72.80,2.10,NA,NA,NA,NA,NA,NA,NA,NA,7.70,77.90,0.30,279.70,0.00,0.00,6.70,996.50,NA
2022-01-01 01:15:00,345.00,449.00,174.60,29.90,204.30,75.90,2.40,3.30,NA,NA,NA,NA,NA,NA,NA,7.50,78.00,0.50,274.60,0.00,0.00,6.70,996.60,NA
2022-01-01 01:30:00,345.00,449.00,180.20,35.10,215.20,80.80,2.40,3.40,NA,NA,NA,NA,NA,NA,NA,7.80,78.30,0.30,218.40,0.00,0.00,7.10,996.70,NA
2022-01-01 01:45:00,364.00,495.00,148.50,40.80,190.60,75.90,2.60,2.90,1.60,NA,NA,NA,NA,NA,NA,7.80,77.40,0.40,192.90,0.00,0.00,7.30,996.70,NA
2022-01-01 02:00:00,364.00,495.00,NA,NA,NA,NA,NA,NA,1.70,NA,NA,NA,NA,NA,NA,7.60,77.10,0.50,212.30,0.00,0.00,6.80,996.50,NA
2022-01-01 02:15:00,364.00,495.00,NA,NA,NA,NA,NA,NA,1.30,NA,NA,NA,NA,NA,NA,7.70,77.10,0.50,223.00,0.00,0.00,7.00,996.40,NA
2022-01-01 02:30:00,364.00,495.00,NA,NA,NA,NA,NA,NA,1.80,4.40,9.20,NA,NA,NA,NA,7.60,77.00,0.20,216.00,0.00,0.00,7.20,996.40,NA
2022-01-01 02:45:00,254.00,327.00,70.80,35.40,106.40,68.60,1.50,1.70,1.60,3.90,7.80,NA,NA,NA,NA,7.50,77.30,0.40,219.90,0.00,0.00,6.90,996.20,NA
2022-01-01 03:00:00,254.00,327.00,50.10,35.20,85.30,65.40,0.90,1.60,1.50,3.40,6.30,NA,NA,NA,NA,7.30,77.50,0.60,238.00,0.00,0.00,6.50,996.20,NA
2022-01-01 03:15:00,254.00,327.00,38.30,34.20,72.50,64.80,1.00,1.60,1.30,3.00,5.40,NA,NA,NA,NA,7.30,77.70,0.50,263.60,0.00,0.00,6.50,996.10,NA
2022-01-01 03:30:00,254.00,327.00,38.80,34.40,73.10,62.60,0.90,1.50,1.40,2.90,5.00,NA,NA,NA,NA,7.30,78.00,0.50,276.10,0.00,0.00,6.40,996.00,NA
2022-01-01 03:45:00,217.00,265.00,54.90,32.80,87.50,59.70,1.20,1.30,1.40,2.70,4.60,NA,NA,NA,NA,7.30,78.50,0.70,248.90,0.00,0.00,6.30,996.00,NA
2022-01-01 04:00:00,217.00,265.00,56.70,32.40,89.10,58.90,NA,1.30,1.60,2.60,5.10,NA,NA,NA,NA,7.20,78.60,0.50,252.90,0.00,0.00,6.50,995.90,NA
2022-01-01 04:15:00,217.00,265.00,63.50,33.90,97.40,57.90,1.40,1.40,1.30,2.60,5.80,NA,NA,NA,NA,7.10,78.70,0.60,262.90,0.00,0.00,5.40,995.70,NA
