Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2019-01-01 00:00:00,NA,909.00,247.40,47.00,226.70,21.20,29.50,5.10,100.40,NA,NA,NA,NA,NA,NA,4.70,79.00,0.30,177.00,NA,0.00,3.50,990.10,NA
2019-01-01 00:15:00,666.00,909.00,224.30,50.20,209.50,21.00,21.80,4.50,92.30,NA,NA,NA,NA,NA,NA,4.70,79.20,0.30,205.00,NA,0.00,3.40,990.10,NA
2019-01-01 00:30:00,666.00,909.00,199.80,51.20,190.10,19.60,19.70,3.90,91.30,NA,NA,NA,NA,NA,NA,4.70,79.10,0.30,311.00,NA,0.00,3.60,990.10,NA
2019-01-01 00:45:00,624.00,795.00,194.90,47.90,184.30,19.20,20.10,3.40,85.20,NA,NA,NA,NA,NA,NA,4.50,79.60,0.30,211.00,NA,0.00,3.80,990.10,NA
2019-01-01 01:00:00,624.00,795.00,182.80,50.10,175.70,18.90,19.20,2.70,NA,NA,NA,NA,NA,NA,NA,4.40,79.70,0.30,235.00,NA,0.00,3.70,990.10,NA
2019-01-01 01:15:00,624.00,795.00,178.00,49.90,171.60,20.00,17.40,2.30,NA,NA,NA,NA,NA,NA,NA,4.50,80.10,0.30,166.00,NA,0.00,3.60,990.10,NA
2019-01-01 01:30:00,624.00,795.00,172.40,52.80,168.60,20.10,16.70,1.30,63.00,NA,NA,NA,NA,NA,NA,4.60,79.70,0.30,169.00,NA,0.00,3.70,990.00,NA
2019-01-01 01:45:00,462.00,688.00,151.50,55.90,153.20,19.10,15.70,0.80,61.70,NA,NA,NA,NA,NA,NA,4.80,79.30,0.30,219.00,NA,0.00,3.50,990.00,NA
2019-01-01 02:00:00,462.00,688.00,NA,NA,NA,NA,NA,NA,64.60,NA,NA,NA,NA,NA,NA,4.70,78.80,0.30,171.00,NA,0.00,3.60,990.00,NA
2019-01-01 02:15:00,462.00,688.00,NA,NA,NA,NA,NA,NA,62.20,NA,NA,NA,NA,NA,NA,4.70,78.30,0.30,223.00,NA,0.00,3.70,990.00,NA
