Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2019-01-01 00:00:00,349.00,542.00,27.90,40.70,44.00,21.00,9.70,3.55,47.80,18.52,97.90,NA,16.99,11.15,9.12,NA,75.60,0.72,88.00,0.00,0.00,7.20,NA,NA
2019-01-01 00:15:00,349.00,542.00,34.20,39.40,48.30,21.50,10.10,3.72,47.90,18.52,98.00,NA,16.96,11.13,9.11,NA,75.60,0.58,108.00,0.00,0.00,6.30,NA,NA
2019-01-01 00:30:00,349.00,542.00,33.00,38.20,46.70,21.50,9.70,3.74,48.00,18.51,100.74,NA,16.21,10.70,8.80,NA,75.60,0.63,86.00,0.00,0.00,6.50,NA,NA
2019-01-01 00:45:00,349.00,542.00,30.60,38.80,45.10,21.20,9.90,3.74,48.00,18.26,100.72,NA,17.16,11.17,9.93,NA,75.60,0.57,70.00,0.00,0.00,7.50,NA,NA
2019-01-01 01:00:00,374.00,565.00,30.80,38.20,45.00,21.00,9.60,3.73,47.80,18.49,101.44,NA,17.71,11.48,9.82,NA,75.50,0.71,92.00,0.00,0.00,7.00,NA,NA
2019-01-01 01:15:00,375.00,566.00,30.30,37.30,44.10,20.90,9.50,3.74,47.90,18.94,107.92,NA,18.34,11.37,9.43,NA,75.50,0.65,82.00,0.00,0.00,6.90,NA,NA
2019-01-01 01:30:00,375.00,566.00,27.60,37.60,42.10,20.50,9.40,3.70,48.10,19.17,118.08,NA,17.81,NA,NA,NA,75.50,0.71,89.00,0.00,0.00,7.80,NA,NA
2019-01-01 01:45:00,375.00,566.00,26.00,36.90,40.50,20.40,9.30,3.60,48.30,19.34,122.92,NA,17.59,NA,NA,NA,75.50,0.70,109.00,0.00,0.00,6.80,NA,NA
2019-01-01 02:00:00,385.00,584.00,24.50,36.80,39.20,20.40,9.10,3.49,48.10,19.56,118.74,NA,17.49,NA,NA,NA,75.50,0.69,105.00,0.00,0.00,7.20,NA,NA
2019-01-01 02:15:00,386.00,584.00,25.70,37.30,40.40,20.50,9.30,3.43,48.10,19.64,113.49,NA,17.37,NA,NA,NA,75.40,0.57,51.00,0.00,0.00,6.90,NA,NA
2019-01-01 02:30:00,375.00,566.00,27.60,37.60,42.10,20.50,9.40,3.70,48.10,19.17,118.08,NA,17.81,NA,NA,NA,75.50,0.71,89.00,0.00,0.00,7.80,NA,NA
2019-01-01 02:45:00,386.00,584.00,29.30,37.10,43.20,20.70,9.30,3.39,48.20,19.48,107.31,NA,16.47,NA,NA,NA,75.40,0.70,204.00,0.00,0.00,7.40,NA,NA
2019-01-01 03:00:00,323.00,504.00,31.70,37.30,45.20,21.20,9.80,3.43,48.30,19.37,103.71,NA,16.56,0.34,NA,NA,75.40,0.70,200.00,0.00,0.00,7.50,NA,NA
2019-01-01 03:15:00,321.00,503.00,33.60,36.00,46.00,21.40,9.70,3.45,48.30,19.41,99.70,NA,16.70,9.75,0.03,NA,75.50,0.65,160.00,0.00,0.00,7.40,NA,NA
2019-01-01 03:30:00,386.00,584.00,26.50,37.40,41.10,20.50,9.00,3.39,48.10,19.54,109.86,NA,17.14,NA,NA,NA,75.40,0.68,205.00,0.00,0.00,6.90,NA,NA
