Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2019-01-01 00:00:00,498.00,690.00,51.30,80.00,84.40,44.80,16.10,5.30,7.70,NA,244.80,NA,NA,NA,NA,7.30,68.90,0.30,232.00,NA,0.00,8.00,745.58,NA
2019-01-01 00:15:00,498.00,690.00,46.10,74.10,77.00,45.80,18.10,5.40,8.30,NA,243.30,NA,NA,NA,NA,7.30,69.40,0.30,82.00,NA,0.00,8.00,746.92,NA
2019-01-01 00:30:00,498.00,690.00,44.40,73.10,75.10,46.00,18.50,5.80,8.80,NA,241.50,NA,NA,NA,NA,7.10,69.90,0.30,243.00,NA,0.00,7.90,750.97,NA
2019-01-01 00:45:00,511.00,636.00,44.60,72.50,74.90,46.10,20.60,5.90,8.10,NA,228.00,NA,NA,NA,NA,7.00,70.50,0.30,233.00,NA,0.00,8.10,753.67,NA
2019-01-01 01:00:00,511.00,636.00,45.50,72.30,75.60,46.30,20.40,5.90,7.90,NA,212.60,NA,NA,NA,NA,7.00,71.00,0.30,241.00,NA,0.00,8.10,756.67,NA
2019-01-01 01:15:00,511.00,636.00,46.20,71.40,75.60,46.20,21.70,5.80,7.10,NA,201.50,NA,NA,NA,NA,6.90,71.50,0.30,205.00,NA,0.00,8.00,758.78,NA
2019-01-01 01:30:00,511.00,636.00,46.00,70.50,75.00,46.40,21.90,5.80,9.50,NA,194.30,NA,NA,NA,NA,6.70,72.00,0.30,231.00,NA,0.00,8.10,762.75,NA
2019-01-01 01:45:00,552.00,682.00,45.90,69.00,74.20,46.40,21.70,5.40,9.10,NA,185.50,NA,NA,NA,NA,6.60,72.20,0.30,238.00,NA,0.00,8.10,762.22,NA
2019-01-01 02:00:00,552.00,682.00,NA,NA,NA,NA,NA,NA,8.60,NA,175.70,NA,NA,NA,NA,6.60,72.30,0.30,218.00,NA,0.00,8.20,760.42,NA
2019-01-01 02:15:00,552.00,682.00,NA,NA,NA,NA,NA,NA,9.60,NA,164.60,NA,NA,NA,NA,6.50,72.00,0.30,209.00,NA,0.00,8.00,759.75,NA
2019-01-01 02:30:00,552.00,682.00,31.80,56.10,55.50,41.40,17.90,3.10,9.80,NA,152.60,NA,NA,NA,NA,6.60,72.20,0.40,80.00,NA,0.00,8.30,758.85,NA
2019-01-01 02:45:00,498.00,693.00,32.50,57.60,57.20,43.20,19.70,3.40,9.80,NA,143.70,NA,NA,NA,NA,6.80,71.00,0.40,126.00,NA,0.00,8.00,755.25,NA
2019-01-01 03:00:00,498.00,693.00,27.50,52.90,50.50,45.30,19.60,2.50,7.30,NA,137.50,NA,NA,NA,NA,6.70,70.20,0.60,50.00,NA,0.00,8.10,750.67,NA
