Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2023-01-01 00:00:00,199.00,380.00,120.50,42.40,120.70,52.50,9.50,1.10,4.20,NA,NA,NA,NA,NA,NA,12.90,92.50,0.70,31.50,0.00,0.00,5.70,996.20,NA
2023-01-01 00:15:00,199.00,380.00,115.40,39.50,115.20,51.50,8.80,1.10,5.20,NA,NA,NA,NA,NA,NA,12.80,92.50,0.60,34.60,0.00,0.00,5.70,996.20,NA
2023-01-01 00:30:00,199.00,380.00,109.90,45.30,113.20,50.90,7.90,1.10,5.00,NA,NA,NA,NA,NA,NA,12.70,92.50,0.50,62.70,0.00,0.00,5.70,996.00,NA
2023-01-01 00:45:00,197.00,368.00,128.80,32.70,122.40,50.70,7.40,1.10,4.00,NA,NA,NA,NA,NA,NA,12.70,92.50,0.70,56.10,0.00,0.00,5.70,995.90,NA
2023-01-01 01:00:00,197.00,368.00,132.80,49.00,136.40,46.20,8.10,1.00,NA,NA,NA,NA,NA,NA,NA,12.60,92.50,0.70,27.40,0.00,0.00,5.70,996.00,NA
2023-01-01 01:15:00,197.00,368.00,122.50,50.20,127.20,44.10,7.80,0.90,NA,NA,NA,NA,NA,NA,NA,12.50,92.50,0.50,30.30,0.00,0.00,5.70,995.70,NA
2023-01-01 01:30:00,197.00,368.00,47.20,47.70,63.70,50.60,6.50,0.70,NA,NA,NA,NA,NA,NA,NA,12.60,92.50,0.60,37.30,0.00,0.00,5.70,995.60,NA
2023-01-01 01:45:00,166.00,301.00,28.50,45.50,47.40,45.20,5.40,0.60,NA,NA,NA,NA,NA,NA,NA,12.60,92.50,0.60,35.30,0.00,0.00,5.70,995.70,NA
2023-01-01 02:00:00,166.00,301.00,NA,NA,NA,NA,NA,NA,3.70,NA,NA,NA,NA,NA,NA,12.50,92.50,0.70,28.00,0.00,0.00,5.70,995.50,NA
2023-01-01 02:15:00,166.00,301.00,NA,NA,NA,NA,NA,NA,3.70,NA,NA,NA,NA,NA,NA,12.50,92.40,0.60,29.50,0.00,0.00,5.70,995.40,NA
2023-01-01 02:30:00,166.00,301.00,NA,NA,NA,NA,NA,NA,3.60,NA,NA,NA,NA,NA,NA,12.40,92.40,0.60,33.50,0.00,0.00,5.70,995.20,NA
2023-01-01 02:45:00,144.00,251.00,43.70,43.80,58.40,38.80,3.50,NA,3.00,NA,NA,NA,NA,NA,NA,12.40,92.30,0.40,54.10,0.00,0.00,5.70,995.10,NA
2023-01-01 03:00:00,144.00,251.00,46.00,43.60,60.60,39.10,5.20,0.80,3.50,NA,NA,NA,NA,NA,NA,12.40,92.30,0.60,36.90,0.00,0.00,5.70,994.90,NA
2023-01-01 03:15:00,144.00,251.00,39.60,46.00,57.00,37.00,4.80,0.80,3.50,NA,NA,NA,NA,NA,NA,12.40,92.20,0.60,31.70,0.00,0.00,5.70,995.00,NA
2023-01-01 03:30:00,144.00,251.00,52.00,46.40,67.00,36.10,4.70,0.80,2.50,NA,NA,NA,NA,NA,NA,12.30,92.00,0.60,35.70,0.00,0.00,5.60,994.90,NA
2023-01-01 03:45:00,144.00,242.00,47.00,44.70,62.20,35.60,4.70,0.80,4.00,NA,NA,NA,NA,NA,NA,12.30,92.00,0.50,48.90,0.00,0.00,5.60,994.80,NA
2023-01-01 04:00:00,144.00,242.00,54.90,39.80,65.70,34.90,4.50,0.80,2.90,NA,NA,NA,NA,NA,NA,12.20,92.00,0.60,32.40,0.00,0.00,5.60,994.80,NA
2023-01-01 04:15:00,144.00,242.00,57.40,44.20,70.40,33.50,4.50,0.80,3.60,NA,NA,NA,NA,NA,NA,12.10,91.90,0.70,32.20,0.00,0.00,5.60,994.80,NA
2023-01-01 04:30:00,144.00,242.00,39.00,40.00,53.20,32.30,3.80,0.70,2.70,NA,NA,NA,NA,NA,NA,12.00,91.70,0.70,34.70,0.00,0.00,5.70,994.90,NA
2023-01-01 04:45:00,102.00,192.00,36.40,38.30,50.10,30.80,3.30,0.70,2.60,NA,NA,NA,NA,NA,NA,12.00,91.70,0.50,31.70,0.00,0.00,5.70,995.00,NA
2023-01-01 05:00:00,102.00,192.00,36.30,37.70,49.80,30.10,3.20,0.70,2.90,NA,NA,NA,NA,NA,NA,11.90,91.70,0.80,31.60,0.00,0.00,5.60,995.10,NA
2023-01-01 05:15:00,102.00,192.00,29.80,34.90,42.90,31.90,2.60,0.60,2.70,NA,NA,NA,NA,NA,NA,11.80,91.50,0.70,33.70,0.00,0.00,5.70,995.10,NA
2023-01-01 05:30:00,102.00,192.00,31.00,32.00,42.40,35.20,3.00,0.60,2.30,5.60,12.10,NA,NA,NA,NA,11.70,91.50,0.60,38.70,0.00,0.00,5.70,995.20,NA
2023-01-01 05:45:00,83.00,154.00,29.00,34.80,42.10,38.10,4.00,0.60,2.40,5.70,11.70,NA,NA,NA,NA,11.60,91.30,0.90,32.60,0.00,0.00,5.70,995.40,NA
2023-01-01 06:00:00,83.00,154.00,32.40,32.60,43.80,41.80,4.40,0.60,2.60,NA,NA,NA,NA,NA,NA,11.70,91.30,1.00,32.00,0.00,0.00,5.70,995.60,NA
2023-01-01 06:15:00,83.00,154.00,29.90,32.10,41.50,44.30,4.60,0.60,2.50,6.40,11.00,NA,NA,NA,NA,11.70,91.30,1.00,34.40,0.00,0.00,5.70,995.70,NA
2023-01-01 06:30:00,83.00,154.00,24.30,31.20,36.40,44.20,4.30,0.60,2.50,5.30,10.60,NA,NA,NA,NA,11.70,91.60,0.70,34.40,0.00,0.00,5.70,995.80,NA
2023-01-01 06:45:00,80.00,163.00,27.80,29.50,38.40,44.20,4.10,0.60,2.40,5.60,11.70,NA,NA,NA,NA,11.50,91.50,0.80,31.30,0.00,0.00,5.70,995.80,NA
2023-01-01 07:00:00,80.00,163.00,25.00,32.50,37.70,43.80,4.00,0.60,3.10,NA,NA,NA,NA,NA,NA,11.40,91.30,0.70,34.30,0.00,0.00,6.80,996.10,NA
2023-01-01 07:15:00,80.00,163.00,30.30,30.40,41.10,42.90,4.20,0.70,3.00,6.40,10.10,NA,NA,NA,NA,11.30,91.30,0.80,32.50,0.00,0.00,9.20,996.30,NA
2023-01-01 07:30:00,80.00,163.00,33.00,31.20,43.60,42.40,4.20,0.70,2.60,6.40,9.80,NA,NA,NA,NA,11.20,91.20,0.80,25.00,0.00,0.00,16.10,996.40,NA
2023-01-01 07:45:00,86.00,180.00,26.40,28.80,36.90,42.40,4.00,0.70,2.40,NA,NA,NA,NA,NA,NA,11.30,91.10,0.50,342.70,0.00,0.00,29.70,996.40,NA
2023-01-01 08:00:00,86.00,180.00,35.60,34.10,47.40,41.90,4.90,0.80,4.10,NA,NA,NA,NA,NA,NA,11.70,91.20,0.40,15.10,0.00,0.00,42.00,996.60,NA
2023-01-01 08:15:00,86.00,180.00,27.20,40.80,44.00,42.20,5.30,0.80,5.50,NA,NA,NA,NA,NA,NA,12.10,91.80,0.60,13.80,0.00,0.00,53.40,996.60,NA
2023-01-01 08:30:00,86.00,180.00,16.70,35.50,32.30,43.50,4.80,0.70,10.90,NA,NA,NA,NA,NA,NA,12.60,92.40,0.80,33.90,0.00,0.00,64.20,996.80,NA
2023-01-01 08:45:00,121.00,212.00,14.60,37.00,31.60,43.90,4.70,NA,12.30,NA,NA,NA,NA,NA,NA,13.10,92.50,0.50,33.30,0.00,0.00,76.70,996.90,NA
2023-01-01 09:00:00,121.00,212.00,18.00,46.30,39.30,43.10,4.80,0.80,9.60,NA,NA,NA,NA,NA,NA,14.00,88.70,0.60,36.00,0.00,0.00,116.90,997.30,NA
2023-01-01 09:15:00,121.00,212.00,18.10,42.80,37.50,40.70,4.60,0.80,10.50,NA,NA,NA,NA,NA,NA,14.60,83.90,1.00,35.10,0.00,0.00,151.70,997.60,NA
2023-01-01 09:30:00,121.00,212.00,14.00,40.80,33.20,38.20,4.30,0.80,14.30,NA,NA,NA,NA,NA,NA,15.20,79.70,0.90,45.50,0.00,0.00,195.80,998.00,NA
