Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2019-01-01 00:00:00,509.00,838.00,192.90,58.90,188.70,62.50,18.20,5.90,1.80,14.80,96.40,NA,NA,NA,NA,8.50,99.00,0.30,287.10,0.00,0.00,13.70,995.40,NA
2019-01-01 00:15:00,509.00,838.00,223.80,57.00,213.10,61.10,16.20,6.00,2.30,14.10,92.20,NA,NA,NA,NA,8.10,98.90,0.60,268.80,0.00,0.00,12.50,995.00,NA
2019-01-01 00:30:00,509.00,838.00,192.40,64.70,191.20,67.00,16.10,5.20,2.30,13.80,91.40,NA,NA,NA,NA,8.20,98.90,0.70,249.30,0.00,0.00,12.60,995.00,NA
2019-01-01 00:45:00,417.00,659.00,220.00,63.10,213.10,66.50,15.50,5.40,2.30,13.60,88.80,NA,NA,NA,NA,8.20,99.00,0.20,314.70,0.00,0.00,13.50,995.00,NA
2019-01-01 01:00:00,417.00,659.00,211.00,56.20,202.10,65.80,15.30,5.00,NA,12.60,76.80,NA,NA,NA,NA,8.10,98.90,0.40,316.00,0.00,0.00,12.90,994.90,NA
2019-01-01 01:15:00,417.00,659.00,196.40,62.50,193.40,66.50,14.80,4.50,NA,12.70,78.30,NA,NA,NA,NA,7.90,99.00,0.40,330.50,0.00,0.00,13.10,995.10,NA
2019-01-01 01:30:00,417.00,659.00,136.40,71.30,148.50,71.80,14.80,3.00,NA,11.70,72.70,NA,NA,NA,NA,8.10,98.90,0.60,271.10,0.00,0.00,13.00,995.00,NA
2019-01-01 01:45:00,356.00,592.00,102.30,67.80,119.20,64.80,13.70,2.70,2.40,10.30,62.90,NA,NA,NA,NA,8.20,99.00,0.50,219.90,0.00,0.00,13.60,995.10,NA
2019-01-01 02:00:00,356.00,592.00,NA,NA,NA,NA,NA,NA,1.90,8.00,41.90,NA,NA,NA,NA,8.20,98.90,0.70,264.50,0.00,0.00,13.10,994.90,NA
2019-01-01 02:15:00,356.00,592.00,NA,NA,NA,NA,NA,NA,2.00,7.10,34.10,NA,NA,NA,NA,8.30,99.00,0.60,223.50,0.00,0.00,13.50,995.00,NA
