Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2022-01-01 00:00:00,199.70,368.80,57.03,29.22,61.16,79.64,1.25,NA,12.98,7.51,4.90,NA,NA,1.73,4.88,NA,93.10,0.11,162.33,NA,NA,4.60,NA,NA
2022-01-01 00:15:00,199.70,368.80,53.78,26.82,57.29,89.19,1.25,1.64,9.82,7.66,4.68,NA,NA,1.60,4.52,NA,94.50,0.11,144.87,NA,NA,4.50,NA,NA
2022-01-01 00:30:00,199.70,368.80,44.22,27.24,49.86,90.37,1.25,1.40,15.42,8.04,4.67,NA,NA,1.66,4.27,NA,95.70,0.11,168.68,NA,NA,4.60,NA,NA
2022-01-01 00:45:00,199.70,368.30,41.82,26.63,47.63,89.63,1.25,1.41,21.53,7.76,4.57,NA,NA,1.40,4.15,NA,96.80,0.11,159.71,NA,NA,4.90,NA,NA
2022-01-01 01:00:00,201.00,347.30,38.94,25.25,44.58,86.20,NA,1.15,9.03,7.54,4.18,NA,NA,1.39,3.88,NA,96.60,0.11,150.36,NA,NA,5.00,NA,NA
2022-01-01 01:15:00,201.00,347.30,34.75,24.84,41.02,88.16,9.46,0.96,13.98,7.45,4.15,NA,NA,1.32,3.63,NA,97.10,0.10,163.26,NA,NA,5.10,NA,NA
2022-01-01 01:30:00,201.00,347.30,31.85,27.75,40.24,87.46,11.37,0.83,13.55,7.22,3.87,NA,NA,1.41,3.57,NA,96.50,0.08,184.02,NA,NA,5.30,NA,NA
2022-01-01 01:45:00,201.80,347.80,28.95,24.11,35.99,84.37,12.87,0.68,13.25,6.65,3.73,NA,NA,1.29,3.20,NA,95.70,0.11,155.62,NA,NA,4.80,NA,NA
2022-01-01 02:00:00,236.10,373.70,25.36,23.43,32.75,83.98,14.24,NA,10.94,6.31,3.56,NA,NA,1.14,2.84,NA,96.30,0.10,158.42,NA,NA,4.80,NA,NA
2022-01-01 02:15:00,236.10,373.70,23.98,24.99,32.48,82.02,14.27,1.46,12.21,5.99,3.29,NA,NA,1.06,2.75,NA,96.50,0.11,148.16,NA,NA,5.10,NA,NA
2022-01-01 02:30:00,236.10,373.70,19.28,27.49,30.05,81.52,15.44,1.26,11.82,5.64,3.06,NA,NA,2.32,0.48,NA,97.00,0.11,145.53,NA,NA,4.70,NA,NA
2022-01-01 02:45:00,236.00,372.00,19.04,24.86,28.46,81.57,16.18,1.09,13.63,5.53,3.03,NA,NA,2.53,0.20,NA,97.50,0.11,173.09,NA,NA,4.80,NA,NA
2022-01-01 03:00:00,232.00,296.20,21.19,23.70,29.56,85.09,NA,1.02,13.55,5.30,2.86,NA,NA,1.25,1.99,NA,98.20,0.21,174.53,NA,NA,5.00,NA,NA
2022-01-01 03:15:00,232.00,296.20,25.07,25.30,33.51,88.57,3.15,0.99,12.88,5.21,2.76,NA,NA,0.95,2.33,NA,98.20,0.11,158.57,NA,NA,4.80,NA,NA
2022-01-01 03:30:00,232.00,296.20,26.27,22.16,32.81,87.69,4.25,0.75,12.70,5.08,2.73,NA,NA,1.02,2.14,NA,98.20,0.24,194.68,NA,NA,5.10,NA,NA
2022-01-01 03:45:00,231.50,295.30,25.42,25.74,34.03,84.24,5.07,0.62,11.26,5.07,2.60,NA,NA,0.88,2.00,NA,98.20,0.16,172.70,NA,NA,5.00,NA,NA
2022-01-01 04:00:00,210.70,255.90,23.45,26.75,32.99,74.98,4.80,NA,16.76,4.80,2.52,NA,NA,0.91,1.79,NA,98.20,0.18,175.50,NA,NA,5.20,NA,NA
2022-01-01 04:15:00,210.70,255.90,24.77,26.62,33.98,83.99,4.83,1.12,13.63,4.84,2.50,NA,NA,0.95,1.78,NA,98.20,0.12,210.00,NA,NA,5.30,NA,NA
2022-01-01 04:30:00,210.70,255.90,23.66,25.54,32.52,88.91,5.32,1.04,23.74,4.80,2.36,NA,NA,0.84,1.68,NA,97.90,0.10,180.19,NA,NA,4.70,NA,NA
2022-01-01 04:45:00,210.20,256.70,24.38,25.04,32.82,83.08,6.70,0.90,22.60,4.76,2.45,NA,NA,0.81,1.62,NA,98.00,0.10,158.15,NA,NA,4.40,NA,NA
2022-01-01 05:00:00,191.60,288.60,27.79,23.08,34.51,84.39,NA,0.88,29.96,4.65,2.42,NA,NA,0.86,1.53,NA,98.20,0.32,193.56,NA,NA,4.70,NA,NA
2022-01-01 05:15:00,191.60,288.60,30.55,24.09,37.26,84.94,9.46,0.86,16.04,4.75,2.41,NA,NA,1.48,0.35,NA,98.20,0.59,186.67,NA,NA,5.50,NA,NA
2022-01-01 05:30:00,191.60,288.60,24.34,23.78,32.12,82.97,9.46,0.74,23.38,5.04,2.43,NA,NA,0.91,1.34,NA,98.10,0.14,159.99,NA,NA,4.80,NA,NA
2022-01-01 05:45:00,191.80,288.50,27.64,21.54,33.57,84.30,11.34,0.72,26.95,4.97,2.75,NA,NA,0.82,1.64,NA,98.20,0.11,162.64,NA,NA,4.50,NA,NA
2022-01-01 06:00:00,201.50,283.80,30.22,24.87,37.40,83.79,11.85,NA,29.31,4.87,2.48,NA,NA,0.80,1.52,NA,98.20,0.30,197.30,NA,NA,4.30,NA,NA
2022-01-01 06:15:00,201.50,283.80,27.44,27.37,36.51,82.09,12.32,1.20,12.91,5.01,2.63,NA,NA,1.02,1.53,NA,98.20,0.23,198.60,NA,NA,5.30,NA,NA
2022-01-01 06:30:00,201.50,283.80,22.08,26.70,31.87,78.57,12.41,1.13,15.99,4.92,2.69,NA,NA,0.84,1.61,NA,98.20,0.10,148.05,NA,NA,4.90,NA,NA
2022-01-01 06:45:00,201.40,282.70,24.75,24.96,33.07,84.18,12.61,1.06,41.20,5.06,2.89,NA,NA,1.55,0.36,NA,98.20,0.11,169.60,NA,NA,5.00,NA,NA
2022-01-01 07:00:00,197.50,236.20,25.13,25.89,33.87,83.71,NA,0.94,24.13,4.81,3.02,NA,NA,1.14,1.58,NA,98.20,0.50,197.22,NA,NA,6.00,NA,NA
2022-01-01 07:15:00,197.50,236.20,32.68,25.69,39.81,86.31,9.24,0.96,26.11,5.06,3.21,NA,NA,0.92,1.64,NA,98.20,0.20,198.91,NA,NA,10.20,NA,NA
2022-01-01 07:30:00,197.50,236.20,35.96,25.75,42.47,73.67,6.73,0.90,30.53,5.29,3.44,NA,NA,1.19,1.86,NA,98.20,0.43,194.75,NA,NA,18.20,NA,NA
2022-01-01 07:45:00,197.60,236.70,26.75,29.03,36.84,52.10,1.25,1.37,14.96,5.73,3.91,NA,NA,1.26,2.08,NA,97.80,0.39,204.99,NA,NA,29.20,NA,NA
2022-01-01 08:00:00,204.80,280.20,24.61,33.34,37.42,52.94,1.25,NA,15.60,5.26,3.87,NA,NA,1.30,2.10,NA,96.10,0.53,233.03,NA,NA,44.60,NA,NA
2022-01-01 08:15:00,204.80,280.20,23.21,35.51,37.46,55.36,1.25,1.73,15.79,5.22,3.91,NA,NA,1.32,2.21,NA,93.30,0.47,252.52,NA,NA,65.30,NA,NA
2022-01-01 08:30:00,204.80,280.20,19.42,37.12,35.28,57.75,1.25,1.99,21.94,4.99,3.66,NA,NA,1.24,1.96,NA,89.60,0.51,274.35,NA,NA,89.70,NA,NA
2022-01-01 08:45:00,206.00,280.40,17.08,42.41,36.22,44.31,1.25,2.31,14.64,5.41,3.46,NA,NA,1.17,1.74,NA,84.70,0.52,268.50,NA,NA,115.90,NA,NA
2022-01-01 09:00:00,261.40,286.70,19.55,49.95,42.21,54.55,NA,2.85,10.39,5.68,3.25,NA,NA,1.18,1.83,NA,80.90,0.26,267.32,NA,NA,142.50,NA,NA
2022-01-01 09:15:00,261.40,286.70,17.20,60.76,46.08,51.84,11.57,2.67,7.76,6.10,3.11,NA,NA,1.22,2.14,NA,77.50,0.10,273.21,NA,NA,167.60,NA,NA
2022-01-01 09:30:00,261.40,286.70,17.32,75.36,53.94,66.89,8.09,2.72,11.18,6.32,3.27,NA,NA,1.10,2.23,NA,74.40,0.66,277.80,NA,NA,188.50,NA,NA
2022-01-01 09:45:00,261.60,287.40,17.56,103.24,68.97,78.02,9.86,2.77,14.96,6.25,3.33,NA,NA,1.11,2.09,NA,72.40,0.31,263.09,NA,NA,210.20,NA,NA
2022-01-01 10:00:00,267.50,318.70,15.91,108.38,70.37,77.92,11.95,NA,14.26,5.64,3.27,NA,NA,1.09,2.08,NA,69.70,0.69,239.62,NA,NA,230.30,NA,NA
2022-01-01 10:15:00,267.50,318.70,15.12,78.03,53.60,64.08,12.95,1.05,15.35,6.06,3.33,NA,NA,1.05,2.38,NA,68.90,0.87,244.08,NA,NA,246.80,NA,-0.14
2022-01-01 10:30:00,267.50,318.70,10.38,61.07,40.79,61.82,14.83,0.90,16.10,6.34,3.46,NA,NA,1.14,2.50,NA,67.90,0.67,265.61,NA,NA,268.10,NA,-0.09
2022-01-01 10:45:00,266.60,320.80,9.52,54.11,36.40,60.28,15.74,0.79,17.69,5.87,3.24,NA,NA,1.14,2.55,NA,67.30,0.81,226.96,NA,NA,285.30,NA,-0.02
2022-01-01 11:00:00,228.30,413.40,8.70,49.62,33.35,58.94,NA,0.74,23.10,5.81,3.21,NA,NA,1.21,2.04,NA,66.10,0.49,228.44,NA,NA,297.50,NA,0.09
2022-01-01 11:15:00,228.30,413.40,5.16,46.48,28.85,57.85,10.12,0.72,20.30,5.60,3.18,NA,NA,1.16,2.22,NA,63.80,0.44,255.55,NA,NA,317.40,NA,0.15
2022-01-01 11:30:00,228.30,413.40,5.42,44.16,27.83,59.13,9.60,0.69,33.52,5.29,3.15,NA,NA,1.08,1.82,NA,61.60,0.48,268.62,NA,NA,330.20,NA,0.19
2022-01-01 11:45:00,228.10,412.60,6.83,43.72,28.72,58.65,11.18,0.67,31.33,5.53,3.23,NA,NA,1.21,1.81,NA,58.90,0.51,337.38,NA,NA,329.50,NA,0.18
2022-01-01 12:00:00,216.20,376.90,6.10,38.77,25.51,49.91,11.25,NA,44.03,5.51,3.36,NA,NA,1.29,1.97,NA,58.30,0.56,312.63,NA,NA,313.00,NA,0.17
2022-01-01 12:15:00,216.20,376.90,4.66,34.87,22.28,57.16,11.32,1.03,43.18,7.04,4.93,NA,NA,1.21,1.88,NA,58.90,0.65,331.43,NA,NA,293.80,NA,0.17
2022-01-01 12:30:00,216.20,376.90,3.31,32.17,19.76,60.42,11.70,0.90,41.33,5.84,4.69,NA,NA,1.19,1.60,NA,58.60,0.70,319.14,NA,NA,288.70,NA,0.18
2022-01-01 12:45:00,215.80,376.10,2.45,32.34,19.16,65.95,13.89,0.86,27.33,4.82,4.93,NA,NA,1.40,1.61,NA,57.20,0.69,304.02,NA,NA,315.30,NA,0.18
2022-01-01 13:00:00,200.50,338.70,2.78,30.86,18.64,58.92,NA,0.89,30.44,4.43,4.00,NA,NA,1.21,1.50,NA,54.80,0.56,328.79,NA,NA,329.00,NA,0.17
2022-01-01 13:15:00,200.50,338.70,4.29,30.81,19.82,59.91,8.82,0.78,32.38,4.73,3.46,NA,NA,1.09,1.55,NA,53.90,0.59,321.92,NA,NA,276.20,NA,0.17
2022-01-01 13:30:00,200.50,338.70,4.71,31.62,20.58,61.21,8.91,0.97,29.56,3.72,2.75,NA,NA,0.90,1.25,NA,53.40,0.59,312.75,NA,NA,299.20,NA,0.18
2022-01-01 13:45:00,200.60,338.70,5.68,29.81,20.40,66.69,9.99,0.96,54.68,3.72,2.44,NA,NA,0.91,1.13,NA,52.30,0.49,296.97,NA,NA,281.00,NA,0.17
2022-01-01 14:00:00,207.60,340.50,2.23,26.53,15.90,67.12,11.40,NA,59.82,3.86,2.36,NA,NA,0.88,1.12,NA,50.90,0.34,16.72,NA,NA,254.60,NA,0.17
2022-01-01 14:15:00,207.60,340.50,0.84,30.73,16.10,67.55,13.61,0.89,59.65,3.51,2.82,NA,NA,0.96,1.39,NA,51.00,0.62,352.46,NA,NA,237.70,NA,0.18
2022-01-01 14:30:00,207.60,340.50,2.96,26.71,16.50,70.57,15.57,0.74,72.32,3.88,4.31,NA,NA,1.16,1.33,NA,50.20,0.75,10.67,NA,NA,210.00,NA,0.18
2022-01-01 14:45:00,207.50,339.60,5.18,21.51,15.58,71.05,18.59,0.56,69.85,4.18,8.36,NA,NA,1.62,1.76,NA,46.80,0.44,13.87,NA,NA,168.40,NA,0.18
2022-01-01 15:00:00,206.20,300.80,5.65,23.59,17.07,70.70,NA,0.37,46.01,3.89,8.45,NA,NA,1.37,1.40,NA,44.20,0.24,327.51,NA,NA,161.80,NA,0.18
2022-01-01 15:15:00,206.20,300.80,6.55,23.95,17.98,67.35,8.13,0.37,30.50,3.35,6.54,NA,NA,1.18,1.05,NA,42.60,0.23,234.80,NA,NA,120.60,NA,0.18
2022-01-01 15:30:00,206.20,300.80,5.29,26.96,18.57,71.91,8.57,0.30,22.85,3.15,4.29,NA,NA,0.94,1.07,NA,42.40,0.34,228.63,NA,NA,71.80,NA,0.18
2022-01-01 15:45:00,206.00,300.60,4.44,28.87,18.91,74.47,10.61,0.22,25.07,3.31,4.03,NA,NA,1.37,1.14,NA,45.70,0.18,292.82,NA,NA,65.40,NA,0.18
2022-01-01 16:00:00,196.00,279.00,4.01,37.13,22.96,57.21,6.55,NA,46.68,3.27,4.23,NA,NA,1.73,1.56,NA,45.80,0.23,298.25,NA,NA,56.10,NA,0.18
2022-01-01 16:15:00,196.00,279.00,5.60,38.92,25.18,69.78,5.16,1.03,37.51,3.25,4.63,NA,NA,2.62,2.62,NA,51.50,0.29,253.98,NA,NA,43.00,NA,0.19
2022-01-01 16:30:00,196.00,279.00,3.75,44.23,26.53,75.79,6.19,1.04,32.72,3.57,4.63,NA,NA,2.26,3.08,NA,57.50,0.24,235.38,NA,NA,31.30,NA,0.20
2022-01-01 16:45:00,196.00,279.70,5.45,49.82,30.86,76.74,4.57,1.20,37.79,4.07,5.57,NA,NA,3.63,3.71,NA,60.70,0.20,226.40,NA,NA,22.50,NA,0.21
2022-01-01 17:00:00,194.80,310.90,6.59,48.09,30.86,75.73,NA,1.37,31.99,4.24,5.98,NA,NA,6.80,5.21,NA,63.10,0.08,211.67,NA,NA,14.20,NA,0.22
2022-01-01 17:15:00,194.80,310.90,6.12,51.54,32.31,78.47,9.25,1.82,20.01,4.35,6.83,NA,NA,7.12,5.77,NA,66.60,0.10,200.74,NA,NA,5.80,NA,0.23
2022-01-01 17:30:00,194.80,310.90,9.37,61.13,40.02,90.18,9.41,2.22,16.56,4.68,6.92,NA,NA,13.04,9.89,NA,71.10,0.10,217.84,NA,NA,1.40,NA,0.24
2022-01-01 17:45:00,196.30,312.50,18.16,64.55,48.87,98.96,8.96,2.34,15.61,5.44,7.72,NA,NA,20.35,15.01,NA,75.80,0.10,191.84,NA,NA,1.10,NA,0.25
2022-01-01 18:00:00,263.20,381.90,21.38,59.15,48.57,96.37,8.65,NA,12.18,6.47,8.41,NA,NA,17.23,14.04,NA,80.40,0.10,220.50,NA,NA,1.50,NA,0.26
2022-01-01 18:15:00,263.20,381.90,69.81,56.27,85.78,125.21,8.24,2.20,15.24,7.13,11.86,NA,NA,13.66,12.75,NA,79.70,0.10,203.94,NA,NA,2.50,NA,0.25
2022-01-01 18:30:00,263.20,381.90,68.69,54.54,83.96,116.09,3.61,2.24,10.99,7.14,10.13,NA,NA,9.77,10.52,NA,81.60,0.11,150.85,NA,NA,2.90,NA,0.23
2022-01-01 18:45:00,263.50,383.10,60.42,52.55,76.29,109.48,1.25,2.53,13.57,9.21,11.61,NA,NA,7.33,11.14,NA,86.40,0.11,148.24,NA,NA,3.30,NA,0.22
2022-01-01 19:00:00,275.70,436.60,49.37,49.15,65.64,100.11,NA,2.31,12.74,9.91,11.30,NA,NA,6.33,10.67,NA,89.80,0.11,183.28,NA,NA,3.60,NA,0.20
2022-01-01 19:15:00,275.70,436.60,41.73,45.64,57.66,97.38,10.68,2.37,21.42,10.13,11.43,NA,NA,6.06,10.23,NA,91.30,0.10,173.55,NA,NA,4.10,NA,0.15
2022-01-01 19:30:00,275.70,436.60,65.52,45.60,76.67,107.58,12.86,2.63,10.81,10.34,10.84,NA,NA,5.52,9.95,NA,92.50,0.10,168.17,NA,NA,4.40,NA,0.08
2022-01-01 19:45:00,277.50,441.50,109.33,42.57,110.11,146.02,13.95,3.65,16.21,10.36,10.56,NA,NA,5.25,9.40,NA,93.50,0.11,148.72,NA,NA,4.50,NA,-0.03
2022-01-01 20:00:00,356.90,660.30,190.88,38.63,173.25,149.43,15.19,NA,11.38,10.65,10.45,NA,NA,4.78,9.98,NA,95.50,0.11,177.14,NA,NA,4.60,NA,-0.14
2022-01-01 20:15:00,356.90,660.30,190.86,39.04,173.45,210.62,18.56,4.18,10.78,14.66,13.88,NA,NA,5.33,14.41,NA,96.20,0.11,215.78,NA,NA,4.90,NA,NA
2022-01-01 20:30:00,356.90,660.30,340.39,39.82,293.49,305.77,27.51,5.93,12.93,17.05,16.44,NA,NA,5.83,17.49,NA,96.10,0.11,171.54,NA,NA,5.10,NA,NA
