Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2020-01-01 00:00:00,763.00,926.00,275.30,87.60,270.80,48.10,23.00,9.70,2.90,24.40,147.80,NA,NA,NA,NA,5.80,85.30,0.30,42.00,0.00,0.00,5.20,992.10,NA
2020-01-01 00:15:00,763.00,926.00,295.70,89.30,288.60,50.30,23.70,9.90,2.30,23.90,141.80,NA,NA,NA,NA,5.80,85.50,0.40,2.90,0.00,0.00,5.20,992.00,NA
2020-01-01 00:30:00,763.00,926.00,295.10,86.00,286.30,50.30,22.90,9.70,3.70,25.40,147.20,NA,NA,NA,NA,5.70,85.50,0.50,346.90,0.00,0.00,5.20,992.00,NA
2020-01-01 00:45:00,851.00,NA,303.10,79.50,289.40,51.90,23.80,9.80,3.80,26.50,152.20,NA,NA,NA,NA,5.70,86.30,0.50,1.80,0.00,0.00,5.20,991.90,NA
2020-01-01 01:00:00,851.00,NA,306.50,77.30,291.00,51.40,24.10,9.70,NA,26.20,158.30,NA,NA,NA,NA,5.60,86.30,0.40,8.10,0.00,0.00,5.20,991.90,NA
2020-01-01 01:15:00,851.00,NA,298.40,72.90,282.00,47.20,23.80,9.00,NA,25.50,169.00,NA,NA,NA,NA,5.70,86.50,0.60,9.60,0.00,0.00,5.20,991.90,NA
2020-01-01 01:30:00,851.00,NA,299.70,70.50,281.70,45.10,25.10,9.00,NA,24.60,175.60,NA,NA,NA,NA,5.60,86.40,0.50,342.50,0.00,0.00,5.20,992.00,NA
2020-01-01 01:45:00,787.00,974.00,274.00,69.40,260.30,44.20,26.70,8.40,NA,23.40,177.00,NA,NA,NA,NA,5.50,86.60,0.30,345.20,0.00,0.00,5.20,991.90,NA
2020-01-01 02:00:00,787.00,974.00,255.90,60.50,240.90,45.70,26.00,7.90,4.10,22.90,178.20,NA,NA,NA,NA,5.60,86.50,0.30,89.50,0.00,0.00,5.20,991.90,NA
2020-01-01 02:15:00,787.00,974.00,204.30,67.60,202.60,44.50,24.30,6.70,4.40,22.50,172.00,NA,NA,NA,NA,5.50,86.90,0.20,19.70,0.00,0.00,5.10,991.80,NA
2020-01-01 02:30:00,787.00,974.00,234.00,57.30,221.80,41.80,24.50,7.10,3.90,21.50,159.70,NA,NA,NA,NA,5.40,86.10,0.60,264.20,0.00,0.00,5.20,991.90,NA
2020-01-01 02:45:00,635.00,790.00,202.30,60.50,197.10,39.90,25.50,6.50,5.00,20.60,152.00,NA,NA,NA,NA,5.40,87.00,0.60,230.50,0.00,0.00,5.20,992.00,NA
2020-01-01 03:00:00,635.00,790.00,192.90,42.90,180.10,40.10,25.70,7.10,5.00,19.90,142.60,NA,NA,NA,NA,5.40,86.70,0.50,196.70,0.00,0.00,5.20,991.90,NA
2020-01-01 03:15:00,635.00,790.00,204.30,46.90,191.30,38.90,24.90,8.20,5.70,19.70,135.30,NA,NA,NA,NA,5.40,87.00,0.50,178.90,0.00,0.00,5.20,992.00,NA
2020-01-01 03:30:00,635.00,790.00,237.00,56.10,223.00,39.60,27.70,8.40,6.30,20.90,134.40,NA,NA,NA,NA,5.50,87.00,0.60,164.40,0.00,0.00,5.10,992.00,NA
2020-01-01 03:45:00,732.00,886.00,223.60,56.80,213.00,39.00,30.00,7.40,8.20,22.20,135.40,NA,NA,NA,NA,5.50,87.00,0.50,146.20,0.00,0.00,5.20,991.90,NA
2020-01-01 04:00:00,732.00,886.00,164.20,56.80,164.30,38.90,27.80,6.00,9.80,22.00,136.10,NA,NA,NA,NA,5.50,86.90,0.30,91.80,0.00,0.00,5.10,991.90,NA
2020-01-01 04:15:00,732.00,886.00,141.00,46.20,139.10,29.00,26.60,5.40,10.00,20.30,130.30,NA,NA,NA,NA,5.30,86.40,0.40,74.30,0.00,0.00,5.10,991.90,NA
2020-01-01 04:30:00,732.00,886.00,102.80,48.60,109.60,35.80,22.80,4.60,9.90,18.80,122.20,NA,NA,NA,NA,5.30,87.30,0.50,77.90,0.00,0.00,5.20,991.90,NA
