Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2020-01-01 00:00:00,699.00,884.00,397.60,44.40,347.80,49.50,11.30,4.90,5.50,NA,90.70,28.60,NA,NA,NA,4.10,82.80,0.30,269.70,NA,0.00,5.40,973.00,NA
2020-01-01 00:15:00,699.00,884.00,307.10,44.60,274.10,62.20,8.90,3.20,4.30,NA,94.80,31.30,NA,NA,NA,4.10,83.00,0.30,271.70,NA,0.00,5.10,973.00,NA
2020-01-01 00:30:00,699.00,NA,227.00,38.20,205.40,53.80,6.00,1.70,4.30,NA,85.80,32.10,NA,NA,NA,4.00,83.10,0.30,270.50,NA,0.00,5.30,973.10,NA
2020-01-01 00:45:00,570.00,884.00,187.00,36.50,171.90,56.70,4.20,1.00,4.70,NA,80.70,30.50,NA,NA,NA,3.90,83.30,0.30,268.40,NA,0.00,5.10,973.10,NA
2020-01-01 01:00:00,570.00,815.00,170.50,35.00,157.60,55.60,3.40,0.60,NA,NA,73.10,24.10,NA,NA,NA,3.80,83.50,0.30,270.40,NA,0.00,5.20,973.10,NA
2020-01-01 01:15:00,570.00,815.00,160.40,35.90,149.90,52.80,2.60,0.20,NA,NA,70.00,18.70,NA,NA,NA,3.90,83.80,0.30,269.70,NA,0.00,5.20,973.10,NA
2020-01-01 01:30:00,570.00,NA,136.50,41.40,133.30,48.90,2.40,NA,NA,NA,66.10,15.70,NA,NA,NA,4.30,83.90,0.30,267.10,NA,0.00,5.20,973.10,NA
2020-01-01 01:45:00,472.00,815.00,123.80,34.80,119.40,49.70,1.30,NA,4.30,NA,61.20,13.50,NA,NA,NA,4.20,83.90,0.30,268.10,NA,0.00,5.30,973.10,NA
2020-01-01 02:00:00,472.00,666.00,NA,NA,NA,NA,NA,NA,4.70,15.40,55.40,10.60,NA,NA,NA,3.90,83.90,0.30,271.80,NA,0.00,5.10,973.10,NA
2020-01-01 02:15:00,472.00,666.00,NA,NA,NA,NA,NA,NA,3.90,14.80,51.40,6.80,NA,NA,NA,3.70,84.20,0.30,260.40,NA,0.00,5.20,973.10,NA
